id,transaction_id,customer_id,transaction_amount,transaction_type,location,device_type,account_balance,transaction_time,is_fraud
17,11685a9b-3a0c-4b58-bfdd-d5bf5519e0dc,CUST4266,128416.0,UPI Payment,Mumbai,Tablet,41176.4,2026-05-08 14:08:30,1
18,f52f3a84-7c0a-4387-97d7-96a383384715,CUST4025,76685.0,Online Transfer,Chennai,POS Machine,56027.6,2026-03-20 08:21:52,1
19,7645e8c8-2a05-45dc-ae34-d5f28818b816,CUST9640,18381.2,POS Payment,Delhi,Desktop,271760.0,2026-06-06 03:38:58,0
20,4e176d34-def2-42bc-9740-b7ec840aeae3,CUST6389,28719.5,ATM Withdrawal,Kolkata,Mobile,249622.0,2026-05-02 16:06:17,0
21,deab79cb-4922-482a-9525-a2d35b0dcecf,CUST5153,96198.4,Card Payment,Pune,Desktop,197905.0,2026-05-20 14:57:03,1
22,6c1ae915-69de-4cc2-bd85-e323f07a1078,CUST4233,25082.9,POS Payment,Delhi,ATM,75658.0,2026-06-06 15:11:50,0
23,a5f2a6a6-9650-4919-af89-b9ce7e06429d,CUST8191,111325.0,UPI Payment,Pune,Tablet,233327.0,2026-05-01 19:50:03,1
24,02ee4642-d2e9-49e4-8b3d-21fad60e22ea,CUST5624,28507.2,Card Payment,Chennai,Desktop,159604.0,2026-05-25 05:46:15,0
25,ae7c7d9b-4291-456d-9745-45936cf3224d,CUST5248,43908.8,UPI Payment,Hyderabad,POS Machine,91157.0,2026-03-26 12:37:29,0
26,e0296643-3a87-4d37-9dc8-b8a30316b366,CUST1100,7696.3,ATM Withdrawal,Delhi,Tablet,52918.0,2026-06-05 08:48:54,0
27,25b91a85-c001-4f36-a11c-aafdf15029e0,CUST3291,76288.8,UPI Payment,Delhi,Mobile,245507.0,2026-04-25 20:19:47,0
28,b32c1b8a-e158-4347-a7fd-ae52dc1eb0ff,CUST5899,76892.0,ATM Withdrawal,Kolkata,POS Machine,49884.3,2026-03-30 16:53:14,1
29,35a984dc-6c2b-41ae-97f9-e298c409c9a1,CUST9673,102930.0,Online Transfer,Hyderabad,Mobile,132009.0,2026-05-21 21:42:25,1
30,ce409c77-3390-4515-874a-596c19d80c77,CUST8384,49657.9,UPI Payment,Chennai,Tablet,266029.0,2026-05-20 07:39:12,0
31,d6dfb3cd-c6bd-4a85-98a1-2b066c05b0fa,CUST2154,52625.6,UPI Payment,Hyderabad,Tablet,93549.3,2026-04-03 14:34:19,1
32,9eaa3072-0e86-4e9c-acf6-7dd4576b41cd,CUST5477,146520.0,ATM Withdrawal,Delhi,Tablet,138684.0,2026-05-24 15:41:47,1
33,5ab8075f-5aba-403d-96be-f1f6e0cb56cf,CUST7381,117359.0,Online Transfer,Pune,POS Machine,118219.0,2026-03-12 11:39:30,1
34,2a51423f-f2af-4b26-a201-404129b1e646,CUST5801,120424.0,Card Payment,Delhi,POS Machine,184755.0,2026-04-09 05:35:57,1
35,2e4a0afd-de37-4a02-a3cc-0a19ca2329dc,CUST7609,43208.7,Card Payment,Hyderabad,Tablet,88857.0,2026-05-12 09:58:34,1
36,8dc2f9de-effe-49f0-8a6e-2d0aba529874,CUST6054,977.55,POS Payment,Pune,ATM,252914.0,2026-04-10 01:29:59,0
37,142d15c3-03c4-4334-be6a-8f754f20d464,CUST6262,20694.4,Card Payment,Mumbai,Desktop,138490.0,2026-04-16 09:41:04,0
38,12a64425-595a-4a91-b36a-b487e30eb980,CUST5149,102669.0,POS Payment,Delhi,Tablet,82527.6,2026-03-15 17:59:21,1
39,0a79947b-44fd-4a13-ab2b-fce4da817466,CUST1446,34002.5,Online Transfer,Delhi,Tablet,162674.0,2026-05-26 15:47:05,0
40,98ccbaf6-f5c1-47f5-b1d0-a45cf1eaa07c,CUST3191,55986.3,ATM Withdrawal,Pune,POS Machine,97177.4,2026-05-05 17:13:50,0
41,8a90f5fe-386c-4fe2-bc4b-fd982641737d,CUST5468,44718.5,POS Payment,Chennai,Tablet,297017.0,2026-05-20 12:16:01,0
42,174ab86d-5b33-476f-94fe-0092861e5aa0,CUST8083,90947.8,ATM Withdrawal,Pune,POS Machine,157583.0,2026-04-23 17:13:50,1
43,ffbded12-8a9a-4e54-b2ad-fcd06415a1fb,CUST1017,135808.0,POS Payment,Bangalore,POS Machine,87198.7,2026-05-12 10:06:50,1
44,2f027fd9-5800-4455-8a22-6af0d5020b5a,CUST4873,76804.4,UPI Payment,Delhi,POS Machine,16360.7,2026-05-15 09:03:15,1
45,f8b5eee9-369e-4e35-9db8-6af56c0188b1,CUST6903,104051.0,UPI Payment,Hyderabad,Desktop,176842.0,2026-03-16 11:55:47,1
46,9affae14-c2dd-4b11-afa3-3a196f4bd043,CUST2324,1371.49,Card Payment,Kolkata,Tablet,93533.8,2026-05-18 00:57:49,0
47,41a52d25-2add-4bfc-8375-6401ac1b7cec,CUST8640,41483.1,Online Transfer,Hyderabad,POS Machine,283125.0,2026-04-15 14:24:48,0
48,92b820b8-8d22-4087-8f06-7c0af03c2462,CUST4481,49142.4,UPI Payment,Chennai,Mobile,22812.9,2026-05-03 08:27:37,1
49,db402b43-c457-42b6-ad1c-e6b52c09bada,CUST4920,118388.0,Card Payment,Pune,Desktop,50622.7,2026-05-23 20:08:56,1
50,4ff649fd-898f-4331-81c5-acde1f4d265d,CUST1566,28306.2,Online Transfer,Mumbai,Mobile,2242.91,2026-06-02 17:18:10,1
51,6452b5de-0d30-4e7a-9453-98a90b03116e,CUST5009,120514.0,ATM Withdrawal,Kolkata,POS Machine,46097.4,2026-04-16 02:11:31,1
52,1237321c-7d3f-4e5f-acbc-2f600133bf2a,CUST8158,64255.6,POS Payment,Kolkata,Mobile,39917.3,2026-06-03 09:37:34,1
53,ebd732eb-28e6-4b2c-8e7e-5adb585237fc,CUST9498,66846.3,Online Transfer,Delhi,Desktop,68245.4,2026-05-04 14:26:27,0
54,fa3a0b74-02de-4bad-983b-e113758d198c,CUST4374,135662.0,Online Transfer,Chennai,POS Machine,50876.2,2026-04-05 01:05:55,1
55,53db2656-b822-46e5-8962-87e4dd158d13,CUST8799,106188.0,ATM Withdrawal,Hyderabad,ATM,62117.3,2026-03-20 23:47:43,1
56,06bd9449-0e2d-486f-ae2b-9c9a089aec8e,CUST3159,110707.0,ATM Withdrawal,Chennai,Tablet,111632.0,2026-04-19 23:56:13,1
57,cddef627-5362-4607-ba5a-2853387437ac,CUST6141,83674.6,Card Payment,Kolkata,POS Machine,230357.0,2026-04-16 11:56:31,0
58,cc020257-38d8-4169-bc6d-ff5dcf4da996,CUST2380,13670.1,Online Transfer,Mumbai,Desktop,256423.0,2026-05-24 21:38:42,0
59,81a933b6-ff1f-43fc-a507-caeb6a939ec5,CUST2098,41838.6,Card Payment,Chennai,Desktop,218174.0,2026-05-11 04:02:35,1
60,51689c99-ff56-48e3-ada3-ee8f116d0b37,CUST8819,53446.9,UPI Payment,Hyderabad,ATM,283671.0,2026-05-08 05:00:35,0
61,a0ed77ac-f981-45c6-9893-1cd369a8f6cc,CUST8773,125483.0,Online Transfer,Chennai,ATM,103928.0,2026-05-30 00:08:39,1
62,3093d5a5-4712-4098-a04f-e46c5df8ae13,CUST5827,55126.3,Card Payment,Pune,Tablet,236807.0,2026-05-21 20:06:37,0
63,5f9b7078-e4d4-4791-a34a-118aaf27feb7,CUST5211,110453.0,Card Payment,Bangalore,POS Machine,30295.7,2026-03-17 08:00:28,1
64,53fbe1df-c9bc-43e7-b6ea-44d84da4acab,CUST5391,97229.2,POS Payment,Bangalore,Desktop,142725.0,2026-04-23 20:01:32,1
65,bc19e7e4-6062-4a45-b6fc-b46859a841cc,CUST1369,979.22,Online Transfer,Mumbai,POS Machine,23269.4,2026-05-09 19:59:00,0
66,d5655a84-dce3-4840-8b23-336c1eef9315,CUST7912,98502.6,Card Payment,Kolkata,Mobile,81147.0,2026-04-23 15:16:13,1
67,58b12b7a-4ee6-4da7-ba27-b5d76258bb65,CUST6696,107888.0,Card Payment,Kolkata,Tablet,297685.0,2026-04-08 14:17:44,1
68,30204886-0ca7-432f-a035-002b33b35d27,CUST2349,24094.6,ATM Withdrawal,Delhi,POS Machine,213316.0,2026-05-21 12:23:19,0
69,4b66a64e-6d6e-4546-acaf-fa70fac06cf6,CUST9968,58038.5,Online Transfer,Kolkata,ATM,207330.0,2026-03-28 02:51:20,0
70,45fda3e5-5b6b-4e88-952b-2b86eb02e561,CUST1021,55270.5,Online Transfer,Chennai,ATM,87432.0,2026-03-28 19:54:08,0
71,46a3061e-6930-4e14-b7eb-bc77f8dd9d10,CUST1765,134313.0,UPI Payment,Mumbai,ATM,264762.0,2026-04-20 18:30:50,1
72,49a4a918-3034-418c-9109-d7b04d5c9380,CUST9935,1943.55,UPI Payment,Pune,Mobile,49168.2,2026-05-21 13:31:51,0
73,65ab855d-b61d-4b8f-b1e8-40fa77287f05,CUST8903,100758.0,UPI Payment,Delhi,Mobile,265130.0,2026-03-29 15:53:13,1
74,5ae9c993-ebd9-4195-95c6-8eea99e2dfcd,CUST4868,9609.17,POS Payment,Kolkata,POS Machine,161120.0,2026-04-16 00:42:24,0
75,588f572d-c496-457e-bba6-b3d7e5f44e22,CUST7513,111474.0,ATM Withdrawal,Delhi,Tablet,179605.0,2026-04-10 18:17:51,1
76,5fb3cdda-6cba-450e-ac34-cab6204e5393,CUST6601,27989.5,UPI Payment,Chennai,ATM,58570.9,2026-05-01 23:38:52,0
77,bc9b875f-bbc3-4dc5-a76a-fb8cd7d1faa2,CUST1395,90299.0,POS Payment,Kolkata,POS Machine,237849.0,2026-06-06 17:41:51,1
78,2f1f3617-dda4-4845-b55a-f75465ee134d,CUST5993,6288.52,Card Payment,Bangalore,ATM,281414.0,2026-05-25 18:04:41,0
79,bd689017-737d-423a-bae5-17cc10b88725,CUST6719,38260.1,ATM Withdrawal,Chennai,Desktop,119705.0,2026-04-03 15:10:44,0
80,f404758a-0e84-49b5-9d96-c5a8fb2ab636,CUST5264,102523.0,ATM Withdrawal,Kolkata,Desktop,234367.0,2026-04-13 16:58:09,1
81,ff203e0a-b42c-4b60-8b41-804d8cf57916,CUST1427,81432.6,UPI Payment,Chennai,Tablet,38439.5,2026-05-03 14:15:20,1
82,8143ede6-63d9-4545-a7ad-25cb60d63fb2,CUST9908,113416.0,POS Payment,Chennai,ATM,138174.0,2026-03-16 09:02:31,1
83,0dad4506-85bb-4e80-b512-7ed943faabb2,CUST5420,24889.4,Online Transfer,Bangalore,POS Machine,296193.0,2026-05-13 10:20:12,0
84,803f4538-4607-4301-894b-7232219b3fa3,CUST3569,8220.03,ATM Withdrawal,Kolkata,ATM,80815.4,2026-06-07 15:15:08,1
85,a30f9d90-16ce-4b65-a4e8-533175ebcc8b,CUST4967,26553.4,POS Payment,Kolkata,POS Machine,110095.0,2026-04-12 21:48:03,0
86,2140b0e9-8657-4cb3-886c-03d33a4c8a64,CUST7760,5463.67,POS Payment,Hyderabad,POS Machine,275240.0,2026-05-03 14:00:27,0
87,032c2a1b-c89d-46de-be51-9cd24bd02663,CUST4665,80525.0,Card Payment,Chennai,Desktop,259390.0,2026-05-24 05:32:42,0
88,0fde620c-e9cf-46de-b3e0-3098ab9b057b,CUST6372,53318.6,Online Transfer,Kolkata,ATM,169171.0,2026-04-18 20:58:26,0
89,60d9b4b5-dd45-4850-b4b1-ee68aa32080b,CUST8597,91303.0,POS Payment,Kolkata,Tablet,166814.0,2026-04-03 13:44:41,1
90,fe003031-8ed7-44f5-ae89-19bc7a2408d7,CUST6948,2620.93,ATM Withdrawal,Delhi,ATM,61657.2,2026-05-19 23:03:14,0
91,3f6679e1-ec6f-42bc-a8d1-3982dbd29d42,CUST4614,116788.0,UPI Payment,Pune,Desktop,178948.0,2026-03-24 13:08:39,1
92,3144e215-0f93-4f16-9f92-b26d4652d518,CUST8050,278.89,ATM Withdrawal,Delhi,POS Machine,274454.0,2026-05-12 01:41:27,0
93,65c1905e-38ed-43a3-b8fa-53d67ee250ce,CUST3815,138780.0,ATM Withdrawal,Delhi,Mobile,188829.0,2026-05-06 14:22:17,1
94,f132f724-b2a7-4177-a6d5-997ca9117c3f,CUST9174,188.65,Online Transfer,Chennai,Tablet,98920.2,2026-04-27 04:41:02,1
95,db50eef4-9683-4fce-a1b0-0f9c1fb534d9,CUST1368,145708.0,Online Transfer,Delhi,Tablet,136543.0,2026-05-16 04:50:24,1
96,2e8e6670-17c7-4bbd-9f22-07bf910388bd,CUST3412,117055.0,Card Payment,Kolkata,ATM,117157.0,2026-05-21 18:40:01,1
97,993d6c3c-715c-4e30-9c76-590d9e537337,CUST3671,130455.0,POS Payment,Hyderabad,POS Machine,104068.0,2026-03-12 02:33:19,1
98,a53d95d1-774b-451d-a242-37de1635d394,CUST1648,64902.4,ATM Withdrawal,Hyderabad,Mobile,94472.0,2026-04-28 21:25:00,0
99,76a2f15a-d0b8-4c1c-a849-0116981a1457,CUST3532,100135.0,UPI Payment,Delhi,ATM,185834.0,2026-05-26 16:49:45,1
100,71f85808-c4cf-4c31-a0eb-55cd3d9d2b86,CUST4866,30515.0,ATM Withdrawal,Delhi,POS Machine,212361.0,2026-04-20 01:32:32,0
101,ce63ef51-1eec-453b-bb72-57b2cf703032,CUST7548,73687.0,UPI Payment,Chennai,Tablet,187732.0,2026-04-04 16:57:46,0
102,c952be65-47ef-4b39-bbc0-9ddd38b5547a,CUST7892,82709.0,UPI Payment,Bangalore,POS Machine,51473.9,2026-04-12 17:26:12,1
103,e47bf3c5-7afb-4a12-b2a4-82cd5d3cd9ed,CUST5433,1178.1,Card Payment,Hyderabad,POS Machine,186282.0,2026-04-16 17:04:49,0
104,d5c73254-1276-4b94-85b9-3940aade8811,CUST5716,36547.1,UPI Payment,Chennai,Mobile,141351.0,2026-04-23 13:23:35,0
105,658a7a96-af60-41bc-a2f1-a13711062e3f,CUST8414,96281.1,POS Payment,Mumbai,ATM,281711.0,2026-03-18 09:45:38,1
106,cd3fa44a-bf66-4831-8b0c-cc05d36ec50d,CUST1539,26538.3,UPI Payment,Mumbai,Desktop,74391.4,2026-03-13 11:54:17,0
107,1cce8cc4-730f-423f-b266-8b6342036eb2,CUST6855,63769.2,ATM Withdrawal,Hyderabad,ATM,203277.0,2026-03-29 03:54:29,1
108,600f9659-f18d-4585-85f4-132b1c35e413,CUST7303,4929.29,ATM Withdrawal,Mumbai,POS Machine,3703.64,2026-03-19 08:05:18,1
109,79766f45-cd5d-422f-bf83-9942a7543518,CUST9195,94736.0,Card Payment,Mumbai,Desktop,147167.0,2026-06-04 15:26:55,1
110,ca11f353-14bd-45fb-b789-adc4bb22b3f7,CUST1564,7336.52,Card Payment,Chennai,Tablet,75883.0,2026-03-26 03:48:50,0
111,d26bc36f-8363-4a30-a8b1-4cc41b92fbbc,CUST6033,54888.8,Online Transfer,Chennai,POS Machine,127742.0,2026-04-26 04:56:25,0
112,372bc5bf-a3ce-46c3-8f8a-25737eae3be6,CUST3592,76625.5,UPI Payment,Delhi,Mobile,24081.2,2026-04-05 17:58:07,1
113,c5f39bcf-1a16-4057-be81-0810d21dcac9,CUST4243,68559.5,UPI Payment,Bangalore,Desktop,39698.2,2026-04-22 06:43:13,1
114,db9a9964-a4fb-4f67-ae9d-09a3f0d13912,CUST3485,135185.0,Card Payment,Kolkata,Tablet,260443.0,2026-06-04 22:51:53,1
115,b7dd8992-97ec-440d-9dec-e5eac1c3a875,CUST8174,80758.2,POS Payment,Hyderabad,ATM,295350.0,2026-03-25 22:38:27,1
116,1f5c84d9-b69f-4c10-9c05-74b56db86796,CUST7413,58739.0,POS Payment,Bangalore,Tablet,145570.0,2026-04-22 08:41:10,0
117,9cc3a148-addb-4ea3-83e0-1bb0493f3b66,CUST4275,17567.3,ATM Withdrawal,Kolkata,Tablet,87350.7,2026-03-12 14:36:38,0
118,7c7f0088-9bfc-43f7-a737-2ecad354510f,CUST5574,82329.6,UPI Payment,Bangalore,Desktop,242146.0,2026-03-12 15:50:50,0
119,85f0be6d-44ef-4d5b-b08d-8fedac414c71,CUST9532,137858.0,Card Payment,Chennai,POS Machine,250955.0,2026-04-19 22:25:03,1
120,b235ebc2-9f46-4d59-aed6-bd8f44d35c55,CUST1908,102449.0,UPI Payment,Pune,Mobile,5669.63,2026-03-14 08:53:20,1
121,6dd607f9-721a-491f-9fa7-70fdb4e3c6c9,CUST6291,31865.8,UPI Payment,Hyderabad,POS Machine,83638.5,2026-04-07 17:26:37,0
122,13e800da-8baf-4f51-b427-a33939357580,CUST9673,48589.5,Online Transfer,Pune,Desktop,211692.0,2026-05-21 17:05:57,0
123,4e1443bc-79ea-4826-8bd2-ac8b35115e62,CUST3117,25105.7,UPI Payment,Delhi,ATM,167409.0,2026-06-06 19:54:07,0
124,3c412439-7a2b-42c7-95a8-1185b00d48ba,CUST2349,145768.0,ATM Withdrawal,Chennai,Tablet,41516.3,2026-04-03 11:57:52,1
125,0501ae6e-e48e-4d3c-b4c2-2ed70b453ef0,CUST1364,100424.0,ATM Withdrawal,Hyderabad,Mobile,299047.0,2026-04-02 13:58:08,1
126,f5ca7ae0-97cc-489c-ae8d-0db508703b1f,CUST6418,46000.6,POS Payment,Hyderabad,Tablet,27215.2,2026-03-13 13:07:43,1
127,09c80994-3f19-4fa5-bad1-7b96518fc1b3,CUST2489,110860.0,POS Payment,Delhi,Mobile,138426.0,2026-05-09 10:32:02,1
128,ae239b19-611b-4467-a956-cd7001c8c474,CUST1649,54070.3,ATM Withdrawal,Delhi,Desktop,48507.1,2026-04-17 13:25:39,1
129,e76fb3ef-a223-4cc1-a23e-742251b0ddc9,CUST7260,17362.5,ATM Withdrawal,Bangalore,Tablet,27907.1,2026-05-16 13:36:46,0
130,399af9f1-7991-4bcb-899d-bea4e7f03e97,CUST2563,52723.5,UPI Payment,Mumbai,POS Machine,58458.2,2026-04-08 13:12:31,0
131,34b01f85-eba5-45b6-9f65-995a4805dc13,CUST3613,88277.8,Online Transfer,Pune,Mobile,3296.71,2026-05-30 03:29:01,1
132,10ff4f21-3d69-4191-afb2-cbae88283148,CUST3883,6020.93,POS Payment,Mumbai,Desktop,25578.1,2026-04-01 17:15:07,0
133,2a75a559-6864-4ab4-9700-9b41c36b1be1,CUST3363,94595.1,UPI Payment,Pune,Tablet,267942.0,2026-04-30 10:31:35,1
134,1676ad78-bbe3-49c7-a796-9aec9674c615,CUST4769,74985.8,POS Payment,Mumbai,Mobile,127417.0,2026-03-25 17:04:35,0
135,1aaac31c-8117-4b12-aa77-86c6deb8ae60,CUST4568,1638.63,Card Payment,Hyderabad,ATM,297009.0,2026-06-06 02:29:34,0
136,d0a33030-70d4-4b40-940a-d974f3058116,CUST8857,135181.0,ATM Withdrawal,Mumbai,Mobile,169186.0,2026-06-06 13:29:45,1
137,ef5cac88-2c1d-4b90-8229-59e9c0c38ad5,CUST2467,33251.1,Card Payment,Chennai,Mobile,111700.0,2026-04-09 16:11:23,0
138,0dacd18d-9a33-4b40-b867-2649d971e17b,CUST9090,102124.0,Online Transfer,Hyderabad,Mobile,7264.55,2026-04-26 04:24:34,1
139,9afac709-a16f-4f62-ab06-12c90234d6c1,CUST7245,138135.0,Card Payment,Chennai,Mobile,92937.2,2026-05-19 20:18:28,1
140,65823fba-e407-4a25-99bc-0dfa16a11362,CUST4540,143335.0,Card Payment,Hyderabad,Desktop,195958.0,2026-03-23 22:28:47,1
141,6e669a0a-0a66-4867-99b4-5fae8ea41cfe,CUST1931,69522.2,ATM Withdrawal,Mumbai,Tablet,238066.0,2026-05-19 21:32:47,0
142,d8825897-6080-4e12-87e3-c1241c00bb37,CUST4539,137636.0,UPI Payment,Hyderabad,Desktop,13294.5,2026-05-05 20:13:45,1
143,40489e61-f035-486a-8674-c739394cbff1,CUST5593,109985.0,Card Payment,Pune,POS Machine,3237.52,2026-05-20 12:51:17,1
144,25e12007-b480-499d-a40a-339e3b63638d,CUST6098,68414.6,ATM Withdrawal,Bangalore,Desktop,228946.0,2026-05-17 06:12:51,0
145,691ed96d-d806-4dc4-9ec6-0886d634e70a,CUST1847,44640.3,Card Payment,Mumbai,Mobile,284796.0,2026-04-27 21:36:25,0
146,0cb28c2e-3e60-4d96-9da5-a516a904cbaf,CUST6776,47958.6,Online Transfer,Kolkata,Tablet,249644.0,2026-05-09 09:40:07,0
147,a0fd4bd8-b65a-471a-9461-47adbd784a57,CUST4887,104636.0,UPI Payment,Bangalore,Tablet,22075.1,2026-05-21 02:42:45,1
148,628be8ac-db0b-49a8-a076-a7ff17f861ef,CUST9826,19221.2,Card Payment,Kolkata,POS Machine,273703.0,2026-05-28 04:00:07,0
149,f87e57b6-ed8c-4d57-8031-acf1ad01cc25,CUST2205,102042.0,ATM Withdrawal,Kolkata,Desktop,128254.0,2026-05-20 17:53:23,1
150,59c275cc-7f1f-4be9-90cf-30ba0eef0554,CUST7032,95030.5,ATM Withdrawal,Pune,Desktop,133903.0,2026-03-12 22:09:29,1
151,a657e94f-5562-4805-8dc0-18e4bada0e55,CUST2810,117983.0,ATM Withdrawal,Hyderabad,Desktop,14583.5,2026-05-20 06:04:43,1
152,0ddcf7fa-a4ce-4617-8492-e33ac41af19d,CUST1310,128481.0,UPI Payment,Hyderabad,POS Machine,299727.0,2026-04-29 14:41:49,1
153,0dd259b8-54ec-4cd4-b34f-cd8af5be772a,CUST8685,77453.7,POS Payment,Pune,POS Machine,232274.0,2026-04-28 10:01:44,0
154,c7fa42b8-7086-412d-b05b-5843673f0b31,CUST7740,10859.8,POS Payment,Bangalore,Desktop,285593.0,2026-06-03 17:53:02,0
155,14453abb-39c5-416e-90ed-a03df436aac6,CUST8488,111057.0,ATM Withdrawal,Chennai,Tablet,198328.0,2026-03-11 22:47:51,1
156,f90f4293-61b1-48ba-aa05-1e0d55ec4286,CUST4491,31915.6,UPI Payment,Pune,Desktop,207691.0,2026-04-09 23:40:00,0
157,1586ac7d-97fb-4012-a79a-1cbcefd64b00,CUST2425,5043.63,Online Transfer,Pune,ATM,48731.8,2026-06-06 07:54:39,0
158,106d875d-6817-4134-ba51-8f725147468a,CUST3059,101289.0,UPI Payment,Delhi,POS Machine,276749.0,2026-04-18 19:59:34,1
159,3e0be388-7d4a-4a7b-a54d-ee3a5a256ad8,CUST7101,88978.2,UPI Payment,Delhi,POS Machine,261927.0,2026-03-14 07:32:11,0
160,93b61c76-a9ea-4413-ab57-cbd16d7612c6,CUST1804,57424.5,UPI Payment,Hyderabad,Mobile,232865.0,2026-05-23 16:08:08,0
161,08c13519-5677-4102-8fb4-2fd081093197,CUST6431,17021.2,POS Payment,Hyderabad,Mobile,70799.9,2026-06-06 00:38:04,0
162,9f20248a-f0a7-40c6-b66d-6de4a945d7b4,CUST3699,72863.1,Card Payment,Kolkata,Tablet,231303.0,2026-04-27 02:52:49,0
163,ce93a6c9-5cb5-4cae-b2ea-963134f30e0d,CUST9746,57873.8,ATM Withdrawal,Delhi,ATM,213257.0,2026-05-14 01:28:21,0
164,c07a4372-0e1d-4553-87fc-19a922c46b53,CUST7126,121988.0,Card Payment,Kolkata,ATM,242406.0,2026-06-09 07:09:05,1
165,3579f7f6-0ff1-40e0-944e-c3656cd6e510,CUST5376,46935.2,Online Transfer,Delhi,ATM,132816.0,2026-04-26 14:14:30,0
166,8c8fd117-cc8b-4e51-b767-f787b8cd7a38,CUST6597,133803.0,UPI Payment,Kolkata,POS Machine,65420.3,2026-06-06 01:08:37,1
167,20b97470-cf30-4928-ae61-da5dc3e44af7,CUST7344,7981.71,Card Payment,Mumbai,Tablet,273747.0,2026-06-07 13:59:08,0
168,4237d2da-0e10-4625-858b-aa49fb487ba8,CUST4274,86121.7,Online Transfer,Pune,Tablet,141029.0,2026-04-25 08:31:59,0
169,72ea0c46-3e7a-453f-8173-b15e986c1edf,CUST5934,7740.04,UPI Payment,Pune,ATM,124536.0,2026-04-01 23:48:53,0
170,f1539259-c673-488e-8714-6e9af877f16f,CUST1316,20716.5,Card Payment,Pune,ATM,55743.0,2026-05-18 13:01:20,0
171,c4288a0b-42c7-4255-8ced-049713c32809,CUST4442,25099.1,POS Payment,Delhi,Tablet,169342.0,2026-05-14 04:20:16,0
172,b3ddbe31-964f-47d0-95e7-415477c04f59,CUST6472,145693.0,Card Payment,Bangalore,ATM,146610.0,2026-04-04 13:11:33,1
173,80306352-cff4-422b-9deb-7b88e5908448,CUST8248,128163.0,UPI Payment,Pune,Mobile,101455.0,2026-04-24 23:44:30,1
174,7700ff86-ed80-444a-a443-6f22835f517a,CUST6085,64433.1,Card Payment,Delhi,Desktop,122847.0,2026-06-05 15:14:06,0
175,bd0a367b-667c-4f4a-bd05-4a592f9cbf20,CUST3598,63228.0,POS Payment,Mumbai,POS Machine,42508.8,2026-05-27 08:17:07,1
176,bb295497-959c-4af6-9cfe-b248d8b26736,CUST4611,2150.83,ATM Withdrawal,Chennai,Desktop,8437.17,2026-03-17 21:50:48,0
177,ee3dbe35-3658-4d3f-9503-fad38d9672a8,CUST8504,12887.8,ATM Withdrawal,Pune,Tablet,169783.0,2026-05-14 09:42:47,0
178,8aeaecff-0ec0-4b08-ba07-aca7f8a0d5f3,CUST1585,21391.6,ATM Withdrawal,Kolkata,ATM,142886.0,2026-04-17 16:34:50,0
